"ReleaseIndex","Version","CommitId","FQCN","OriginalClassPath","SonarPath"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.ee.InvocationManagedRuntime","openjpa-kernel/src/main/java/org/apache/openjpa/ee/InvocationManagedRuntime.java","src/main/java/org/apache/openjpa/ee/InvocationManagedRuntime.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.ee.JNDIManagedRuntime","openjpa-kernel/src/main/java/org/apache/openjpa/ee/JNDIManagedRuntime.java","src/main/java/org/apache/openjpa/ee/JNDIManagedRuntime.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.ee.ManagedRuntime","openjpa-kernel/src/main/java/org/apache/openjpa/ee/ManagedRuntime.java","src/main/java/org/apache/openjpa/ee/ManagedRuntime.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.ee.OSGiManagedRuntime","openjpa-kernel/src/main/java/org/apache/openjpa/ee/OSGiManagedRuntime.java","src/main/java/org/apache/openjpa/ee/OSGiManagedRuntime.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.ee.RegistryManagedRuntime","openjpa-kernel/src/main/java/org/apache/openjpa/ee/RegistryManagedRuntime.java","src/main/java/org/apache/openjpa/ee/RegistryManagedRuntime.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.ee.SunOneManagedRuntime","openjpa-kernel/src/main/java/org/apache/openjpa/ee/SunOneManagedRuntime.java","src/main/java/org/apache/openjpa/ee/SunOneManagedRuntime.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.ee.WASManagedRuntime","openjpa-kernel/src/main/java/org/apache/openjpa/ee/WASManagedRuntime.java","src/main/java/org/apache/openjpa/ee/WASManagedRuntime.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.ee.WASRegistryManagedRuntime","openjpa-kernel/src/main/java/org/apache/openjpa/ee/WASRegistryManagedRuntime.java","src/main/java/org/apache/openjpa/ee/WASRegistryManagedRuntime.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.ee.WLSManagedRuntime","openjpa-kernel/src/main/java/org/apache/openjpa/ee/WLSManagedRuntime.java","src/main/java/org/apache/openjpa/ee/WLSManagedRuntime.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.ApplicationIdTool","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ApplicationIdTool.java","src/main/java/org/apache/openjpa/enhance/ApplicationIdTool.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.AttributeTranslator","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/AttributeTranslator.java","src/main/java/org/apache/openjpa/enhance/AttributeTranslator.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.ClassRedefiner","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ClassRedefiner.java","src/main/java/org/apache/openjpa/enhance/ClassRedefiner.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.CodeGenerator","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/CodeGenerator.java","src/main/java/org/apache/openjpa/enhance/CodeGenerator.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.DynamicPersistenceCapable","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/DynamicPersistenceCapable.java","src/main/java/org/apache/openjpa/enhance/DynamicPersistenceCapable.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.DynamicStorage","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/DynamicStorage.java","src/main/java/org/apache/openjpa/enhance/DynamicStorage.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.DynamicStorageGenerator","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/DynamicStorageGenerator.java","src/main/java/org/apache/openjpa/enhance/DynamicStorageGenerator.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.FieldConsumer","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/FieldConsumer.java","src/main/java/org/apache/openjpa/enhance/FieldConsumer.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.FieldManager","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/FieldManager.java","src/main/java/org/apache/openjpa/enhance/FieldManager.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.FieldSupplier","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/FieldSupplier.java","src/main/java/org/apache/openjpa/enhance/FieldSupplier.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.InstrumentationFactory","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/InstrumentationFactory.java","src/main/java/org/apache/openjpa/enhance/InstrumentationFactory.java"
"36","4.1.1","9d2f5f8c35691c3542606bea1d23b916bcbeda8d","org.apache.openjpa.enhance.ManagedClassSubclasser","openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ManagedClassSubclasser.java","src/main/java/org/apache/openjpa/enhance/ManagedClassSubclasser.java"
